 #  | matching ident  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  Mag J  |  Mag H  |  Mag K  |  Mag g  |    spec. type     |#bib|#not
3012|WRAY 15-1331     |Gaia DR3 6001112100530002176       |Em*|15 37 10.6850129352 -43 56 51.967612824|     ~   |     ~   |12.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3013|WRAY 15-1333     |Gaia DR3 6002122757867602048       |Em*|15 37 42.8994303720 -41 00 07.359840756|     ~   |     ~   |11.60    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3014|WRAY 15-1337     |Gaia DR3 5985734773264510592       |LP*|15 39 53.0657380944 -49 11 24.170890308|     ~   |     ~   |12.90    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   2|   0
3015|WRAY 15-1344     |Gaia DR3 5882280109303974272       |Em*|15 43 34.1383631088 -58 27 32.037051312|     ~   |     ~   |11.70    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3016|WRAY 15-1348     |Gaia DR3 6239807858624434816       |Em*|15 43 38.7722512080 -24 14 57.398181072|     ~   |     ~   |13.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3017|WRAY 15-1369     |Gaia DR3 5884541873437861376       |Em*|15 53 11.3851858488 -55 21 02.891538396|     ~   |     ~   |11.80    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   5|   0
3018|WRAY 15-1371     |Gaia DR3 5826245668186779264       |LP*|15 54 23.7960945744 -62 52 07.558057848|     ~   |     ~   |11.80    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   2|   0
3019|WRAY 15-1382     |Gaia DR3 6041339417045612928       |LP*|15 54 53.6369280960 -28 45 34.188763068|     ~   |14.249   |12.589   |12.387   |     ~   |9.711    |8.887    |8.700    |13.342   |~                  |   3|   0
3020|WRAY 15-1385     |Gaia DR3 5980879471676500480       |Em*|15 57 11.8584869544 -53 25 44.447677248|     ~   |     ~   |12.20    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3021|WRAY 15-1389     |Gaia DR3 5981710736825943552       |Em*|15 57 58.7601778272 -51 11 54.550613364|     ~   |     ~   |12.40    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3022|WRAY 15-1394     |Gaia DR3 5836616124456406272       |Em*|15 58 33.1248302328 -55 05 28.039009164|     ~   |     ~   |12.40    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3023|WRAY 15-1398     |Gaia DR3 5836652919365044736       |LP?|15 59 28.7357883624 -54 42 17.448066756|     ~   |     ~   |12.50    |     ~   |     ~   |8.980    |8.148    |7.658    |     ~   |~                  |   2|   0
3024|WRAY 15-1401     |Gaia DR3 6236191156867993344       |Em*|15 59 04.8419873232 -24 22 46.972750692|     ~   |     ~   |14.10    |     ~   |     ~   |10.597   |9.826    |9.371    |     ~   |M2:                |  11|   0
3025|WRAY 15-1402     |Gaia DR3 6040174690625628928       |Em*|15 59 36.3255386640 -30 30 23.124523680|     ~   |     ~   |12.80    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3026|WRAY 15-1406     |Gaia DR3 5932734331446740736       |Em*|16 02 37.0498744464 -54 16 14.698855020|     ~   |     ~   |12.20    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3027|WRAY 15-1411     |Gaia DR3 5983429410932554112       |Em*|16 03 23.2280428200 -49 24 14.436793908|     ~   |     ~   |13.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3028|WRAY 15-1450     |Gaia DR3 5931678869046453376       |Em*|16 18 31.7378477232 -55 26 16.368758052|     ~   |     ~   |14.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3029|WRAY 15-1452     |Gaia DR3 5932119154729500672       |Em*|16 19 07.5706218264 -54 24 49.422030984|     ~   |     ~   |12.20    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3030|WRAY 15-1459     |Gaia DR3 5932095721385581696       |Mi*|16 20 48.7778302824 -54 47 13.281137196|     ~   |     ~   |15.600   |12.648   |11.732   |9.750    |8.762    |8.249    |     ~   |~                  |   5|   0
3031|WRAY 15-1466     |Gaia DR3 5941705414245207168       |Em*|16 22 19.9194542256 -48 06 18.197271252|     ~   |     ~   |12.10    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3032|WRAY 15-1476     |WRAY 15-1476                       |Em*|16 25 11.20 -49 44 14.0                |     ~   |     ~   |11.80    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3033|WRAY 15-1517     |Gaia DR3 5941243932924464256       |Em*|16 36 27.3990686160 -47 47 23.328159936|     ~   |     ~   |12.80    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3034|WRAY 15-1523     |Gaia DR3 6024403605102898944       |Em*|16 38 46.2210947712 -32 16 03.941043708|     ~   |     ~   |14.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3035|WRAY 15-1524     |Gaia DR3 5927217428729446912       |LP?|16 41 04.6136370048 -58 08 45.366149112|     ~   |     ~   |12.30    |     ~   |     ~   |5.206    |4.049    |3.693    |     ~   |~                  |   2|   0
3036|WRAY 15-1533     |Gaia DR3 5969146956733538816       |Em*|16 46 31.6500043152 -40 12 13.458278988|     ~   |     ~   |11.70    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3037|WRAY 15-1535     |Gaia DR3 5967469857908272768       |Em*|16 48 04.1997669744 -43 20 18.378601512|     ~   |     ~   |13.30    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3038|WRAY 15-1539     |Gaia DR3 5967445810410541824       |Em*|16 49 31.9444496280 -43 45 03.749582520|     ~   |     ~   |11.90    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   2|   0
3039|WRAY 15-1541     |Gaia DR3 6026216596719755136       |Em*|16 49 58.6553031768 -33 56 20.727924180|     ~   |     ~   |11.30    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3040|WRAY 15-1543     |Gaia DR3 5964825635519049088       |Em*|16 50 58.7469497880 -43 30 36.636073416|     ~   |     ~   |13.70    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3041|WRAY 15-1555     |Gaia DR3 5964993246626538624       |Em*|16 54 08.4112556208 -42 16 17.411607660|     ~   |     ~   |11.40    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3042|WRAY 15-1575     |Gaia DR3 6033157744908731648       |LP*|16 56 51.6446365080 -28 19 20.172056196|     ~   |     ~   |12.60    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   2|   0
3043|WRAY 15-1587     |Gaia DR3 5967063244756488192       |Em*|16 59 14.7165285912 -40 26 56.222282004|     ~   |     ~   |11.70    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3044|WRAY 15-1593     |Gaia DR3 5963844669332679424       |Em*|17 01 17.8405691928 -44 13 11.527349880|     ~   |     ~   |12.40    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3045|WRAY 15-1608     |Gaia DR3 5938575899258815872       |Em*|17 05 43.0169759064 -49 12 51.890003100|     ~   |     ~   |12.40    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3046|WRAY 15-1623     |Gaia DR3 5965912743280633728       |Em*|17 08 41.4178743024 -41 46 49.477959444|     ~   |     ~   |14.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3047|WRAY 15-1626     |Gaia DR3 5966123574636375808       |Em*|17 09 42.5689406808 -40 34 16.541521428|     ~   |     ~   |14.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3048|WRAY 15-1632     |Gaia DR3 5972078735771910784       |Y*?|17 11 08.1876630936 -40 31 56.278286544|     ~   |14.995   |13.574   |12.903   |     ~   |10.005   |9.154    |8.766    |14.325   |~                  |   4|   0
3049|WRAY 15-1636     |Gaia DR3 5965755478760838528       |Em*|17 12 22.4977041624 -41 57 19.680434604|     ~   |     ~   |13.20    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3050|WRAY 15-1644     |Gaia DR3 5972296443431792384       |Em*|17 13 56.7984511920 -39 11 06.047058876|     ~   |     ~   |13.30    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3051|WRAY 15-1648     |Gaia DR3 5972276682219629568       |Em*|17 14 37.5264355728 -39 32 00.758093640|     ~   |     ~   |13.10    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3052|WRAY 15-1652     |Gaia DR3 5916569345804057728       |Em*|17 15 41.3127587160 -56 33 20.714998068|     ~   |     ~   |11.70    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3053|WRAY 15-1671     |WRAY 15-1671                       |Em*|17 19 13.60 -43 22 00.0                |     ~   |     ~   |10.50    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3054|WRAY 15-1685     |Gaia DR3 5972365506481587968       |Em*|17 21 06.6163180104 -39 38 42.709331544|     ~   |     ~   |12.30    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3055|WRAY 15-1686     |Gaia DR3 5952833300906149376       |Em*|17 21 29.2871422968 -44 56 10.944440340|     ~   |     ~   |12.70    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3056|WRAY 15-1687     |Gaia DR3 5972769130306599424       |Em*|17 21 20.0595073488 -38 20 10.407252156|     ~   |     ~   |12.10    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3057|WRAY 15-1696     |Gaia DR3 5959421501509934464       |Em*|17 23 15.0777089184 -42 46 02.491942764|     ~   |     ~   |12.50    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   2|   0
3058|WRAY 15-1700     |Gaia DR3 5976012513492352512       |Em*|17 24 12.8107738920 -34 26 10.589841096|     ~   |     ~   |12.40    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3059|WRAY 15-1702     |Gaia DR3 5974318204735294976       |Em*|17 24 37.0745575176 -37 33 18.653387616|     ~   |11.97    |11.69    |     ~   |     ~   |10.374   |10.213   |10.099   |     ~   |~                  |   3|   1
3060|WRAY 15-1716     |Gaia DR3 5925251708094127744       |LP?|17 30 06.6136664232 -51 11 07.863895608|     ~   |     ~   |13.00    |     ~   |     ~   |6.642    |5.721    |5.321    |     ~   |~                  |   2|   0
3061|WRAY 15-1718     |Gaia DR3 5975908098550480768       |LP?|17 29 51.6151806312 -34 19 51.071898864|     ~   |     ~   |12.20    |     ~   |     ~   |7.095    |6.472    |6.065    |     ~   |~                  |   2|   0
3062|WRAY 15-1735     |Gaia DR3 4053330752304017664       |Em*|17 35 49.6005869352 -34 56 57.459089364|     ~   |     ~   |12.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3063|WRAY 15-1744     |Gaia DR3 5962760890117557888       |Em*|17 37 36.6640980360 -35 50 30.603867360|     ~   |     ~   |12.40    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   2|   0
3064|WRAY 15-1748     |Gaia DR3 4053724965938618752       |Em*|17 38 43.5630878520 -33 25 00.317649180|     ~   |     ~   |13.20    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3065|WRAY 15-1749     |Gaia DR3 4055170273917056128       |LP?|17 39 16.0653766392 -31 09 15.508246032|     ~   |     ~   |15.00    |     ~   |     ~   |5.803    |4.646    |4.001    |     ~   |~                  |   2|   0
3066|WRAY 15-1751     |Gaia DR3 4055094540752830208       |Em*|17 39 26.1113453736 -31 40 46.705882944|     ~   |     ~   |11.80    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3067|WRAY 15-1756     |Gaia DR3 4056688871271418112       |Em*|17 41 35.4999689640 -30 58 07.602849948|     ~   |     ~   |12.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3068|WRAY 15-1757     |WRAY 15-1757                       |Em*|17 41 35.74 -29 43 11.6                |     ~   |     ~   |12.20    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3069|WRAY 15-1765     |Gaia DR3 4057537758666394624       |Em*|17 44 00.8320236360 -28 48 32.210250300|     ~   |     ~   |11.80    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3070|WRAY 15-1772     |Gaia DR3 4060608969523778944       |Em*|17 45 10.0606891824 -27 54 10.463577372|     ~   |     ~   |12.40    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3071|WRAY 15-1789     |Gaia DR3 5954816304459574400       |LP*|17 50 27.5394995112 -44 25 54.950946240|     ~   |     ~   |12.00    |13.782   |     ~   |8.539    |7.697    |7.385    |     ~   |~                  |   3|   0
3072|WRAY 15-1790     |Gaia DR3 4036657139505389056       |LP*|17 50 47.5384578672 -39 01 17.804486784|     ~   |     ~   |13.00    |     ~   |     ~   |9.244    |8.293    |7.995    |     ~   |~                  |   3|   0
3073|WRAY 15-1791     |Gaia DR3 4057433034559834496       |Em*|17 51 06.5776670448 -28 24 04.753008324|     ~   |     ~   |11.80    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3074|WRAY 15-1794     |Gaia DR3 4056473087813949824       |Em*|17 51 21.1717860000 -29 29 21.294155616|     ~   |     ~   |12.20    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3075|WRAY 15-1826     |Gaia DR3 4038885338599389952       |LP*|18 02 50.5079595216 -36 19 52.394833704|     ~   |     ~   |12.80    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   2|   0
3076|WRAY 15-1835     |Gaia DR3 6720912193700683264       |Em*|18 05 18.6238147704 -44 28 18.090193116|     ~   |     ~   |12.70    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3077|WRAY 15-1860     |Gaia DR3 4044653651432842752       |Em*|18 19 26.5934974872 -33 37 07.017837528|     ~   |     ~   |15.40    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3078|WRAY 15-1867     |Gaia DR3 4044371489240944256       |Em*|18 22 28.4089951464 -34 20 50.280703692|     ~   |     ~   |11.80    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3079|WRAY 15-1881     |Gaia DR3 4074995842983923712       |Em*|18 47 23.0747717232 -24 37 37.524993492|     ~   |     ~   |11.80    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3080|WRAY 15-1883     |Gaia DR3 6761036813294989568       |Em*|18 50 34.7971778688 -31 07 13.833541704|     ~   |     ~   |12.50    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3081|WRAY 16-55       |Gaia DR3 5308685822467307008       |Mi*|09 39 33.8889698520 -54 52 54.831287100|     ~   |     ~   |15.058   |12.37    |10.278   |6.655    |5.55     |4.914    |     ~   |M6                 |   7|   0
3082|WRAY 16-83       |WRAY 16-83                         |PN |11 00 59.90 -60 50 25.5                |     ~   |     ~   |16.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3083|WRAY 16-84       |Gaia DR3 5338717294658032128       |No*|11 03 15.8734539216 -58 27 26.066235276|     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |  31|   1
3084|WRAY 16-109      |WRAY 16-109                        |PN |12 19 53.90 -62 55 24.0                |     ~   |     ~   |14.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3085|WRAY 16-118      |WRAY 16-118                        |PN |12 34 51.50 -61 38 50.0                |     ~   |     ~   |14.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   2|   0
3086|WRAY 16-160      |WRAY 16-160                        |PN |15 05 18.00 -57 31 18.0                |     ~   |     ~   |12.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   2|   0
3087|WRAY 16-167      |WRAY 16-167                        |PN |15 07 21.00 -57 47 30.0                |     ~   |     ~   |12.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3088|WRAY 16-185      |WRAY 16-185                        |PN |15 44 59.20 -54 02 10.0                |     ~   |     ~   |18.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   4|   0
